,CHAPTER,PAGE,TEXT
49,13,11,"199
13.4- Beispiel: Dokumentation Karsten Weber

Ergebnisse weiterführender Untersuchungen:

cCT vom 20.07.2016: Keine intrakranielle Blutung, keine lnfarktdemarkierung, keine lnfarktfrühzeichen, insbesondere kein
hyperdenses Media-Zeichen.

CTA vom 20.07.2016: ohne Nachweis von Stenosen, besonders die A. cerebri media rechts stellt sich unauffällig dar.

TFE vom 24.07.2016: Normal dimensionierte Herzhöhlen, gute linksventrikuläre Pumpfunktion, leichte linksventrikuläre
Hypertrophie, diastolische Dysfunktion I“. Keine relevanten Vitien.

Doppler- und Duplex-Sonographie der Halsgefäße vom 21.07.2016: Befund: Extrakraniell: Mehrere überwiegend echoreiche
Plaques insbesondere im Bulbus und am Abgang der ACI und ACE bds. ohne relevante Lumeneinengung im B-Bild. Normale
Strömungsproﬁle ohne lokale Beschleunigungen oder Turbulenzen. Normale Strömungsproﬁle im V2-Abschnitt der A.
vertebralis bds. Transkraniell: Ausreichendes Schallfenster mit kontinuierlicher Darstellung des proximalen Verlaufs der
Hirnbasisarterien. Siphon, ACM, ACA und ACP stellen sich beidseits mit unauffälligen Strömungsprofilen dar.

Beurteilung: Extrakraniell: Mittelgradige arteriosklerotische Wandveränderungen ohne Hinweis auf eine höhergradige
Stenose oder Verschluss. Transkraniell: Unauffällige Darstellung der Hirnbasisarterien.

EKG vom 20.07.2016: SR, HF 75/Min., LT, R/S Umschlag in V2N3, Zeiten idN., keine akuten ERBS.

LZ-EKG vom 21.07.2016: durchgehend SR, vereinzelte SVES, keine Pausen.

Labor:
P erster Wert letzter Wert Maßeinheit Normalwert Datum
HÄMATOLOGIE, allgemein:
Leukozyten 4.20 3.86 Gpt/l 3.60 - 9.80 20.07.16
Erythrozyten * 4.34 4.63 Tpt/L 4.5 - 5.9 20.07.16
Hämoglobin 14.0 15.5 g/dl 14.0 - 17.5 20.07.16
Hâmatokrlt 41 44 % 40 - 54 20.07.16
MCV 94 95 ﬂ 80 - 99 20.07.16
McH 32.2 33 pg 27 - 34 20.07.16
MCHC 34 35 g/dl 31 - 36 20.07.16
Thrombozyten 161 160 Gpt/l 100 - 400 20.07.16
GERINNUNG:
Quick NF 96 % > 70 20.07.16
INR NF 1.1 0.8- 1.3 20.07.16
PTI' NF 33 sec. 22 - 34 20.07.16
KLINISCHE CHEMIE, allgemein:
Natrium NF 140 141 mmol/I 135 - 149 20.07.16
Kalium NF * 3.44 3.95 mmol/l 3.60 - 5.50 20.07.16
Kreatinln NF 0.90 mg/dl < 1.10 20.07.16
GPT (ALAT) NF 15.6 U/I < 45.0 20.07.16
Cholesterin, gesamt * 28 mg/dl < 200 21.07.16
HDL-Cholesterin * 49.1 mg/dl > 60 21.07.16
LDL-Cholesterin * 180 mg/dl < 130 21.07.16
Atherogener Index * 3.67 Quotient < 3.50 21 .07.16
Creatinkinase NF 159 U/I < 195 20.07.16
CK-MB NF 10.8 U/I < 24.0 20.07.16
KLINISCHE CHEMIE, speziell:
CRP NF <0.50 mg/dl < 0.50 20.07.16
ENDOKRINOLOGIE:
TSH basal NF 1.70 mU/l 0.66 - 5.45 20.07.16
HBA1 C 5.3 % 4.4 - 6.4 21.07.16
Sonstige:
Blutzucker * 141 85 mg/dl 75 -115 20.07.16
CKMB% NF 6.79 % < 6.00 20.07.16
GFR nach MDRD-Formel 66.4 ml/min >60 20.07.16
Hämoglobin A1c 34.4 mmol/mol 20.0 - 46.0 21.07.16

* = pathologisch zur Aufnahme

B Abb. 13.4 Ergebnisse Karsten Weber

13

"
50,13,12,"200

Kapitel 13 - Schriftliche Dokumentation: Arztbríefe
Klinikum St. Martin
Friedrichstr. 10
13156 Berlin
Herrn

Klinik für Neurologie
Prof. Marie Babinski
Chefärztin

Dr. Oliver Bernhard
Finckensteínallee 36
14167 Berlin

 

26.07.2016

Entlassungsbrief

Sehr geehrter Herr Dr. Bernhard,

wir berichten nachfolgend über unseren gemeinsamen Patienten, Hr. Karsten Weber, geb. 13.05.1947,
wohnhaft Otto-Suhr-Allee 130, 14059 Berlin, der sich vom 20.07.2016 bis zum 26.07.2016 in unserer
stationären Behandlung befand.

Diagnosen:

- MCA Infarkt rechts (Lysetherapie am 20.07.2016)

- arterieller Hypertonus

- Hyperlipidämie

- Nikotinabhängigkeit, seit 5 Jahren abstinent, ca. 30 pack years
- COPD

Anamnese:

Herr Weber wird durch den Rettungsdienst mit einem Verdacht auf einen zerebralen Infarkt in unserer
Rettungsstelle vorgestellt. Die Ehefrau des Patienten hatte den Rettungsdienst alarmiert.

Der Patient berichtet, am Vorstellungstag gegen 16:00 Uhr nach dem Mittagsschlaf mit einem Hängen des linken
Mundwinkels sowie einer Schwäche und Koordinationsstörung der linken Hand erwachtzu sein. Gegen 15:00
Uhr sei er zuletzt symptomfrei gewesen. Initial habe außerdem ein undeutliches Sprechen bestanden.

Bei Mobilisierung des Patienten aus seinem Sessel durch den Rettungsdienst sei zudem eine Schwäche des
linken Beines bemerkt worden. Bisher habe der Patient keine derartigen Ereignisse gehabt, insbesondere keine
zerebralen lnfarkte und keine zerebralen Blutungen. Auch einen Myokardinfarkt habe der Patient bisher nicht
gehabt

Vorerkrankungen:
s.o.

Medikation bei Aufnahme:
Torasemid 5 mg 1-0-0-0, lpratropiumbromid DA 2 Hub 1-0-1-0.

Familienanamnese:
Keine neurologischen Erkrankungen bekannt.

Sozialanamnese:
Pensionierter Lehrer, wohnt zusammen mit der EF, keine Kinder, keine Vorsorgevollmacht, bisherkeine
Pﬂegestufe.

Klinischer Untersuchungsbefund bei Aufnahme:

lnternistischer Befund:

Guter Allgemeinzustand. Leicht adipöser Ernährungszustand (175 cm, 85 kg). Cor: Herztöne rhythmisch und
rein, keine pathologischen Geräusche. Pulmo: verlängertes Exspirium, leichtes Giemen, keine

I Abb. 13.5 Beispielarztbrief Karsten Weber

"
51,13,13,"201
13.4- Beispiel: Dokumentation Karsten Weber

basalen Rasselgeräusche. Abdomen: weich, mittellebhafte Darmgeräusche, kein Druckschmerz, keine Resistenzen palpabel,
Milz und Leber nicht vergrößert tastbar.

Neurologischer Befund:

Pat. wach, voll orientiert zu allen Qualitäten. Kein Meningismus.Taktiler Neglect rechts.

Fingerperimetrisch kein Gesichtsfelddefekt. Pupillen rund, isokor, direkte und indirekte Lichtreaktion prompt, keine manifesten
Augenmuskelparesen, Willkürsakkaden metrisch, Blickfolge glatt, kein Nystagmus, Mundastschwäche des N. facialis links,
herabgesetztes Berührungsempﬁnden im Bereich des N. trigeminus links (Äste l bis lll), Cornealreﬂex und Würgreﬂex bds.
auslösbar, keine relevante Dysarthrie oder Schluckstörung, übriger Hirnnervenbefund unauffällig.

Muskulatur normoton und eutroph, Absinken im AHV und im BHV (jeweils ohne dass die Unterlage berührt wird), manifeste
Parese des linken Armes und Beines mit einem allgemein herabgesetzten Kraftgrad von 4/5, Muskeleigenreflexe seitengleich
lebhaft, keine Pyramidenbahnzeichen.

Finger-Nase-und Knie-Hacke-Versuch links leicht dysmetrisch, rechts metrisch, Bradydiadochokinese links, rechts unauffällig,
Stand und Gang bei Aufnahme nicht explizit geprüft bei Schwierigkeiten zu stehen, Romberg-und Unterbergerversuch nicht
durchgeführt.

Sensibilität: Berührungsempﬁnden linke Körperhälfte vermindert.

NIHSS bei Aufnahme: 8

Diagnostik:

cCT vom 20.07.2016: Keine intrakranielle Blutung, keine lnfarktdemarkierung, keine lnfarktfrühzeichen, insbesondere kein
hyperdenses Media-Zeichen.

CTA vom 20.07.2016: ohne Nachweis von Stenosen, besonders die A. cerebri media rechts stellt sich unauffällig dar.

TTE vom 24.07.2016: Normal dimensionierte Herzhöhlen, gute linksventrikuläre Pumpfunktion, leichte linksventrikuläre
Hypertrophie, diastolische Dysfunktion |°. Keine relevanten Vitien.

Doppler-und Duplex-Sonographie der Halsgefäße vom 21.07.2016: Befund: Extrakraniell: Mehrere überwiegend echoreiche
Plaques insbesondere im Bulbus und am Abgang der ACI und ACE bds. ohne relevante Lumeneinengung im B-Bild. Normale
Strömungsproﬁle ohne lokale Beschleunigungen oder Turbulenzen. Normale Strömungsproﬁle im V2-Abschnitt derA.
vertebralis bds. Transkraniell: Ausreichendes Schallfenster mit kontinuierlicher Darstellung des proximalen Verlaufs der
Hirnbasisarterien. Siphon, ACM, ACA und ACP stellen sich beidseits mit unauffälligen Strömungsproﬁlen dar. Beurteilung:
Extrakraniell: Mittelgradige arteriosklerotische Wandveränderungen ohne Hinweis auf eine höhergradige Stenose oder
Verschluss. Transkraniell: Unauffällige Darstellung der Hirnbasisarterien.

EKG vom 20.07.2016: SR, HF 75/Min., LT, R/S Umschlag in V2/V3, Zeiten idN., keine akuten ERBS.
LZ-EKG vom 21.07.2016: durchgehend SR, vereinzelte SVES, keine Pausen.
Labor: siehe Anhang.

Therapie und Verlauf:

Wir nahmen Hr. Weber mit einem apoplektiform aufgetretenen sensomotorischem Hemisyndrom links und einem taktilen
Neglect rechts bei einem lnfarkt irn MCA-Territorium rechts auf unsere Stroke Unit auf. ln der initialen cCT Bildgebung

fanden sich keine Blutung und keine Infarktdemarkierung. Nach Ausschluss von Kontraindikationen und entsprechender
Aufklärung des Patienten begannen wir bereits in unserer Rettungsstelle mit einer Lysetherapie, die wir mit 76,5 mg Alteplase
durchführten. ln der anschließenden 72-stündigen Monitorüberwachung auf unserer Stroke Unit war der Patient kardiopul-
monal stabil, ein Vorhofﬂimmern oder andere höhergradige Herzrhythmusstörungen traten nicht auf. Die neurologische
Ausfallssymptomatik bildete sich nach Lyse unter regelmäßiger physíotherapeutischer Behandlung innerhalb der ersten 48
Stunden bereits deutlich zurück, allerdings verblieb bis zum Zeitpunkt der Entlassung ein diskretes sensomotorisches
Hemisyndrom ohne wesentliche Alltagsbeeinträchtigung.

Ätiologisch ist bei fehlenden Auffälligkeiten im LZ-EKG und in der TFE-Untersuchung aber arteriosklerotischen Veränderungen
der Halsgefäße bei entsprechendem Risikoproﬂl (aHTN, Hyperlipidämie, laborchemisch während des aktuellen Aufenthalts
festgestellt) am ehesten von einer arteriosklerotischen Genese auszugehen.

Wir begannen dementsprechend zur Sekundärprophylaxe eine Medikation mit ASS 100 mg/d und Simvastatin 40 mg/d.

Bei erhöhten Blutdruckwerten während der Monitorüberwachung trotz bestehenderTorasemid-Medikation ergänzten

wir die antihypertensive Medikation um Candesartan 16 mg/d.

Wir entließen den Pat. am 26.07.2016 in Ihre ambulante Weiterbehandlung. Für Rückfragen stehen wir Ihnen gernejederzeit
zur Verfügung.

B Abb.13.5 Fortsetzung

13

"
52,13,14,"202 Kapitel 13 - Schriftliche Dokumentation: Arztbríefe

Medikation bei Entlassung:
ASS 100 mg

Simvastatin 40 mg
Torasemid 5 mg

Candesartan 16 mg
lpratropiumbromid DA 2 Hub

Mit freundlichen kollegialen Grüßen,

Prof. Marie Babinski
Chefärztin

Anhang

Labor:

HÄMATOLOGIE, allgemein:

GERINNUNG:

KLINISCHE CHEMIE, allgemein:

KLINISCHE CHEMIE, speziell:

EN DOKRINOLOGIE:

Sonstige:

* = pathologisch zur Aufnahme

B Abb.13.5 Fortsetzung

1-0-0-0
0-0-0-1
1-0-0-0
1-0-0-0
1-0-1-0
Dr. Moritz Harms
Oberarzt

P erster Wert

Leukozyten 4.20
Erythrozyten * 4.34
Hämoglobin 14.0
Hämatokrit 41

MCV 94

MCH 32.2

MCHC 34
Thrombozyten 161
Quick NF 96

INR NF 1.1

PTI' NF 33

Natrium NF 140
Kalium NF * 3.44
Kreatinin NF 0.90
GPT(ALAT) NF 15.6
Cholesterin, gesamt * 205
HDL-Cholesterin * 49.1
LDL-Cholesterin * 180
Atherogener Index * 3.67
Creatinkinase NF 159
CK-MB NF 10.8

CRP NF <0.50

TSH basal NF 1.70
HBA1 C 5.3
Blutzucker * 141
CKMB% NF 6.79

GFR nach MDRD-Formel 66.4
Hämoglobin A1 c 34.4

l etzte r Wert

3.86
4.63
15.5

95
33
35
160

141
3.95

85

Maßeinheit

Gpt/l
Tpt/L
g/dl

P9
g/dl
Gpt/l

SEC.

mmol/I
mmol/I
mg/dl
U/l
mg/dl
mg/dl
mg/dl
Quotient
U/I

U/l

mg/dı

mU/l

mg/dl

%

ml/min
mmol/mol

Dr. C. Fiori

Assistenzä rztin

Normalwert

3.60-9.80
4.5 -5.9

14.0-17.5
40 - 54
80 - 99
27 - 34
31 - 36
100 -400

>70
0.8-1.3
22-34

135 - 149
160-550
< 1.10
< 45.0
< 200
> 60
< 130
< 3.50
< 195
< 24.0

< 0.50

0.66 - 5.45
4.4 - 6.4

75 - 1 15
< 6.00
>60
20.0 - 46.0

Datum

20.07.16
20.07.16
20.07.16
20.07.16
20.07.16
20.07.16
20.07.16
20.07.16

20.07.16
20.07.16
20.07.16

20.07.16
20.07.16
20.07.16
20.07.16
21 .07.16
21 .07.16
21 .07.16
21 .07.16
20.07.16
20.07.16

20.07.16

20.07.16
21 .07.16

20.07.16
20.07.16
20.07.16
21 .07.16

"
53,14,1," * nee, 'zuaif 
_""í'-f=;›3l§@ä`

  

  
.ÃÜ  :L1 L'.L..~-;f.   gif-f ~. „  J   .iííf f. f,  *
  
v'  -'    

    
    
  

 i ehsfü«

 jıgissﬁhm  1;; ; 

   

   


   
ıﬁf\dëıf=maäiäﬁ„~ızfı«sı›

Qšpfínﬁgenàierlag Gm bH .Eíeußssshlıaındlßifw
LU. ,SehrimpﬁÄ'M. |_š,a5hr_1e`m_å;ınn_, fDefufšèhTiﬁüw Ärzitihnenßırlıiid-Äríte,
ızøı mn ofrı7/si1sıL3-í662ı536T0v-ø: m4

"
54,14,2," 

»_  

I     

  

  



"
55,14,3,"14.1 - Lösungen zu › Kap. 2: Einführung in die Fachsprache Medizin

14.1 Lösungen zu › Kap. 2: Einführung in die
Fachsprache Medizin

ı Lösung zu Übung 2.1

ı ı Kommunikationssituation 1

Das Kommunikationsbeispiel sollte eigentlich zu dem Bereich „Transfersprachë“
gehören, da es sich um ein Beispiel aus dem Bereich „Arzt-Patienten-Kommuni-
kation“ während der Visite handelt. Hier aber spricht der Arzt ausschließlich mit
der Gesundheits- und Krankenpﬂegerin, besser: Er monologisiert in lateinisch-
griechischer Fachterminologie, formuliert keine vollständigen Sätze, sondern
reiht einen Fachbegriff an den anderen, worauf der ausländische Patient mit
gesundem Menschenverstand reagiert: Er denkt, der Arzt sei auch Ausländer
und spreche also eine Fremdsprache: „Du auch ausländisch, Doktor? Nix spre-
chen Deutsch?“ - was der Arzt ja gewissermaßen nicht tut: Er spricht nicht die
deutsche Umgangssprache, sondern die medizinische Wissenschaftssprache, die
für die Kommunikation mit dem Patienten ungeeignet ist.

ı ı Kommunikationssituation 2

Es handelt sich hierbei um ein Gespräch während einer körperli-
chen Untersuchung, also um den Bereich der „Transfersprache“, der
Arzt-Patienten-Kommunikation.

ı ı Kommunikationssituation 3

Der Textauszug stellt einen Auszug aus einem Arztbrief dar, der im Zuge der
Entlassung eines Patienten vom behandelnden Arzt im Krankenhaus an den
Hausarzt geschickt wird. Damit gehört der Text zum Bereich der „Praxisspra-
che“, also zu der Kommunikation der Ärzte untereinander auf der Ebene der
fachlichen Vermittlung.

ı ı Kommunikationssituation 4

Dieser Text gehört wiederum zum Bereich der „Transfersprache“. Ein Arzt steht
hier beratend einer verzweifelten Frau zur Seite, die an Lungenkrebs erkrankt ist.

ı ı Kommunikationssituation 5

Der Gesprächsauszug ist dem Bereich der „Praxissprache"" zuzuordnen. Ein
behandelnder Arzt erläutert dem Oberarzt alle notwendigen Informationen zu
einem neu eingetroffenen Patienten.

ı ı Kommunikationssituation 6

Hierbei handelt es sich um einen Auszug aus einem Anarnnesegespräch, wiede-
rum also um die Arzt-Patienten-Kommunikation, die „Transfersprache"".

ı ı Kommunikationssituation 7

Der Textauszug ist der „W issenschaftssprache"" zuzuordnen: Es handelt sich um
den Beginn eines ärztlichen Fachvortrages.

205

14

"
56,14,4,"206 Kapitel 14 - Lösungen

14.2 Lösungen zu › Abschn. 3.2: Die Materialien im
Krankenhaus

ı Lösung zu Übung 3.3

Erläuterung spezieller Abkürzungen: S = Subjekt; DO = Dativobjekt;
AO = Akkusativobjekt.

a. Brauchen Sie den breiten Tubus oder den schmalen? è A0, m., bestimmt
b. Ich suche eine funktionierende Venenverweilkanüle. è AO, f., unbestimmt
c. Das neue Fieberthermometer ist verschwunden. è S, n., bestimmt

d. Das alte Stethoskop liegt auf dem weißen Tisch. è S, n., bestimmt; D0, m.,

bestimmt

e. Die schmutzige Spritze ist im Müll gelandet. è S, f., bestimmt

f. Bitte setzen Sie sich auf einen kleinen Stuhl. è A0, m., unbestimmt

g. Ich kann Ihnen einen sehr guten Kardiologen empfehlen, der gleich um die

Ecke wohnt. è A0, m., unbestimmt
h. Bitte heben Sie è Ihren linken Arm. AO, m., Possessivpronomen
i Ich zeige Ihnen nun das beste Skalpell, das zu unserer Ausrüstung gehört.
è AO, n., bestimmt

sd.

Ich gebe Ihnen jetzt einen guten Rat"". ... è AO, m., unbestimmt

k. Bitte folgen Sie meinem kleinen Finger mit den Augen, ohne den Kopf zu

bewegen. è D0, m., Possessivpronomen

ı Lösung zu Übung 3.4 (I Tab. 3.3-3.6): I Tab. 14.1

I Tab. 14.1 Lösung zu lTab. 3.3-3.6 Singular, Plural: bestimmt- unbestimmt

Singular- bestimmt

Masculinum

Femininum

Neutrum

Nominativ der scharfe Rasierer die sterile Kompresse das neue Infusionsset
Genitiv des scharfen Rasierers der sterilen Kompresse des neuen Infusionssets
Dativ dem scharfen Rasierer der sterilen Kompresse dem neuen Infusionsset
Akkusativ den scharfen Rasierer die sterile Kompresse das neue Infusionsset

Plural- bestimmt

Nominativ die scharfen Rasierer die sterilen Kompressen die neuen Infusionssets
Genitiv der scharfen Rasierer der sterilen Kompressen der neuen Infusionssets
Dativ den scharfen Rasierern den sterilen Kompressen den neuen Infusionssets
Akkusativ die scharfen Rasierer die sterilen Kompressen die neuen Infusionssets

Singular- unbestimmt

Nominativ ein scharfer Rasierer eine sterile Kompresse ein neues Infusionsset
Genitiv eines scharfen Rasierers einer sterilen Kompresse eines neuen Infusionssets
Dativ einem scharfen Rasierer einer sterilen Kompresse einem neuen Infusionsset
Akkusativ einen scharfen Rasierer eine sterile Kompresse ein neues Infusionsset

Plural- unbestimmt

Nominativ scharfe Rasierer sterile Kompressen neue Infusionssets
Genitiv scharfer Rasierer sterileı Kompressen neuer Infusionssets
Dativ scharfen Rasierern sterilen Kompressen neuen Infusionssets
Akkusativ scharfe Rasierer sterile Kompressen neue Infusionssets

"
57,14,5,"in Umgangs- und Fachsprache

Lösung zu Übung 3.7 (I Tab. 3.10): I Tab. 14.2

14.3 - Lösungen zu ›Abschn. 3.5: Wichtige Erkrankungen in Umgangs- und Fachsprache

14.3 Lösungen zu › Abschn. 3.5: Wichtige Erkrankungen

B Tab. 14.2 Lösung zu B Tab. 3.10Wichtige Erkrankungen in Umgangs- und Fachsprache

Deutsch/Umgangssprache

Altersschwerhörigkeit

Bauchspeicheldrüsenentzündung

Bauchspeicheldrüsenkrebs
Bindehautentzündung
Blasenentzündung
Blinddarmentzündung
Blutarmut

Bluthochdruck

Blutkrebs

„Blutvergiftung""
Brustentzündung

chronische Bronchitis

Dickdarmkrebs
Durchfall
(Eingeweide)bruch
Fettleber

Fettleibigkeit
Fettstoffwechselstörung
Gallenblasenentzündung
Gallensteinleiden
Gelenkentzündung
Gelenkverschleiß

Gicht

Grippe

„grüner Star""
Harnsteinleiden
Herzinfarkt
Herzklappenfehler
Herzmuskelentzündung
Herzschwäche
Heuschnupfen
Keuchhusten
Knochenbruch
Knochenschwund
Krampfadern
Krampfleiden

Kreislaufkollaps

Latein/Fachsprache

Presbyakusis
Pankreatitis
Pankreaskarzinom
Konjunktivitis
Zystitis
Appendizitis
Anämie

Arterielle Hypertonie
Leukämie

Sepsis

Mastitis
Chronisch obstruktive
Lungenkrankheit
Kolonkarzinom
Diarrhö

Hernie

Steatosis hepatis
Adipositas
Dyslipidämie
Cholezystitis
Cholelíthiasis
Arthritis

Arthrose
Urikopathíe
Influenza
Glaukom
Urolithiasis
Myokardinfarkt
Vitium (cordis)
Myokarditis
Herzinsuffizienz
allergische Rhinitis
Pertussis

Fraktur
Osteoporose
Varikosis

Epilepsie

Synkope

Eigene Anmerkungen

207

14

"
58,14,6,"208

Kapitel 14 - Lösungen

U Tab. 14.2 Fortsetzung

Deutsch/Umgangssprache

Laktoseunverträglichkeit
Leberentzündung
Linsentrübung/""grauer Star""
Lungenentzündung
Lungenkrebs
Magenentzündung
Magengeschwür
Magenkrebs
Mandelentzündung
Masern
Mittelohrentzündung
Multiple Sklerose
Nasennebenhöhlenentzündung
Nesselsucht
Nierenbeckenentzündung
Pfeiffersches Drüsenfieber
Röteln

Scharlach
Schilddrüsenentzündung
Schilddrüsenüberfunktíon
Schilddrüsenunterfunktíon
Schlaganfall
Schleímbeutelentzündung
Schüttellähmung
Schwangerschaft
Schwindsucht
Speiseröhrenentzündung
Speiseröhrenkrebs
Unfruchtbarkeit
Unterzuckerung
Venenentzündung
Vergiftung

Verrenkung

Verstauchung

Verstopfung
Verwírrtheitszustand

Zuckerkrankheit

Latein/Fachsprache

Laktoseintoleranz
Hepatitis

Katarakt
Pneumonie
Bronchialkarzínom
Gastritis

Ulcus ventriculi
Magenkarzinom
Tonsíllítis

Morbilli

Otitis media
Encephalomyelitis disseminata
Sinusitis

Urtikaria
Pyelonephritis
Mononukleose
Rubella

Scarlatina
Thyreoíditís
Hyperthyreose
Hypothyreose
zerebraler lnfarkt
Bursitis

Morbus Parkinson
Gravídität
Tuberkulose
Ösophagitis
Ösophaguskarzinom
Sterilität
Hypoglykämie
Thrombophlebitis
lntoxikation
Luxation
Distorsíon
Obstipation

Delir

Diabetes mellitus

Eigene Anmerkungen

"
59,14,7,"209
14.5 - Lösungen zu ›Abschn. 5.2: Beispiel: Anamnesegespräch Eva Schneider
14.4 Lösungen zu › Absch n. 4.3: Von der Erkrankung zur
Genesung: Ein Weg mit vielen Stationen
ı Lösung zu Übung 4.3: Mini-Vokabelquiz
1. der Bluterguss/ das Hämatom (von [H]äm[at] - Blut)
2. der Hausarzt
3. die Radiologie
4. der Bruch
5. das Collum femoris
6. die Cervix (z. B. Zervixkarzinom - Gebärmutterhalskrebs)
7. die TEP (z. B. Hüft-TEP)
14.5 Lösungen zu › Absch n. 5.2: Beispiel:
Anamnesegespräch Eva Schneider
ı Lösung zu Übung 5.2 (I Tab. 5.1): I Tab. 14.3
B Tab. 14.3 Lösung zu ITab. 5.1 Wichtige Informationen zum Anamnesegespräch
Begriff Eigene Anmerkungen
Name der Patientin Eva Schneider
Alter 28 Jahre
Größe 7,65 cm
Gewicht 78 kg, kaum verändert, evtl. Ieichtzugenommen
Beschwerden starke Schmerzen seit dem Vorabend im rechten Unterschenkel
Qualität der Schmerzen drückend, keine Ausstrahlung
Auslöser langsames Auftreten der Schmerzen am Ende eines Arbeitstages, stehende Tätigkeit als
Verkäuferin
Begleitende Symptome Schwellung, Rötung
Hausärztin Frau Dr. Huth
Behandelnder Arzt im Krankenhaus Herr Dr. Franz Neuberger
Station für Innere Medizin
Andere Erkrankungen Pollinosis (Heuschnupfen)
Operationen Appendektomie (Blinddarmentfernung) vor ca. 10Jahren
Medikamente Loratadin, gegen Heuschnupfen; Pille
Schlafen ohne Beschwerden
Wasserlassen und Stuhlgang ohne Beschwerden
Geschlechtsverkehr ohne Beschwerden
Menstruation regelmäßig
Nikotin, Alkohol, Drogen 0,5 Schachteln am Tag seit 70Jahren (5 pack-years), kein Alkohol- oder Drogenkonsum
Wichtige Krankheiten in der Familie Vater: Hypertonie; Mutter: Diabetes
verheiratet nein
Kinder nein

Beruf Verkäuferin

14

"
60,14,8,"210

Kapitel 14 - Lösungen

B Tab. 14.4 Lösung zu I Tab. 6.1 Unterschiede bei der körperlichen Untersuchung

Geschlechtertrennung

Tabus

Begrüßung
Vorstellung

Blickkontakt/Körperkontakt

Anrede (Sie vs. du)

Modus und Tempus der Kommandos (Indikativ oder
Konjunktiv Il, Präsens oder Imperativ usw.)

3 Beispiele für typische Kommmandos

Eigene Anmerkungen

Eine Geschlechtertrennung ist in der medizinischen Behandlung in Deutschland
allgemein nicht vorgesehen. EineÄrztin kann einen männlichen Patienten
befragen und untersuchen, ebenso wie ein männlicherArzt bei einer weiblichen
Patientin das Anamnesegespräch und die Untersuchung durchführt. Allerdings
wird versucht, eine gleichgeschlechtliche Betreuung herzustellen, wenn dies

der explizite Wunsch eines Patienten ist. Dies gilt v. a. in derAbteilung für
Gynäkologie.

Tabus lassen sich wahrscheinlich eheraus der Fremdperspektive beschreiben.
Ein Tabu im ärztlichen Kontext ist beispielsweise die Missachtung der
Privatsphäre eines Patienten. So sollten keine Details derAnamnese für
Außenstehende hörbar erzählt werden.

Man reicht sich die Hand und sollte dabei Blickkontakt aufnehmen.

Man nennt den eigenen Namen und ggf. die Funktion im Krankenhaus oder in
derAbtei/ung.

Blickkontakt sollte man aufnehmen. Körperkon takt wird in der Regel eher
vermieden, es sei denn, es besteht bereits ein Vertrauensverhältnis zwischen Arzt
und Patient.

Bei unbekannten Personen ímmer„Sie"" benutzen. Zur Wahrung einer höﬂichen
Distanz wird im Arzt-Patienten-Kontakt immer„Sie"" verwendet. Eine Ausnahme
stellen Kinder dar.

Optimalerweíse sollte der Konjunktiv ll benutzt werden (b Abschn. 6.1 für
Details).

(b Abschn. 6.1 für Details)

14.6 Lösungen zu › Kap. 6: Die körperliche Untersuchung

ı Lösung zu Übung 6.1 (I Tab. 6.1): B Tab. 14.4

14.7 Lösungen zu › Kap. 7: Die psychiatrische

Exploration

ı Lösung zu Übung 7.2 (I Tab. 7.1): l Tab. 14.5

ı ı Kompaktversion

Pat. in leicht ungepﬂegtem Äußeren (ungewaschenes Haar und ﬂeckige Klei-
dung), zurückgezogen, irn Gespräch freundlich; wach; bewusstseinsklar; zu
Zeit, Ort, Situation und Person voll orientiert; Merkfáhigkeit/Kurzzeitgedächt-
nis leicht reduziert (2/ 3 Begriffe erinnert nach ca. 10 Minuten), Langzeitgedächt-
nis intakt; Konzentration/Aufmerksarnkeit gering reduziert (serielle Subtrak-
tion erschwert), Auffassung ungestört; keine Hinweise auf Halluzinationen; irn
formalen Denken eingeengt auf hoffnungslose Perspektive und vermeintlichen

"
